text,label,type
"Alo, card bị lỗi, cần thay thế nhanh",CARD_ISSUE,aug_2
"The cua to bi mat, can khoa gap lam ad oi",CARD_ISSUE,aug_1
"card của tớ bị mất, cần khóa gấp lắm ad ơi",CARD_ISSUE,aug_2
"card tk bị bong tróc, k dc sử dụng",CARD_ISSUE,aug_2
"card của tớ bị k ăn, cần hỗ trợ vs",CARD_ISSUE,aug_1
"The cua to bi k an, can ho tro vs",CARD_ISSUE,aug_2
"card bị hư, cần thay thế mới gấp",CARD_ISSUE,aug_2
"card atm của tớ bị lỗi, cần khóa ngay",CARD_ISSUE,aug_1
Thẻ atm của tớ bị lag cần khóa ngay,CARD_ISSUE,aug_2
"card tk bị mất, cần khóa gấp, add ơi",CARD_ISSUE,aug_1
"The bi k dc, can ho tro nhanh",CARD_ISSUE,aug_1
"card bị k dc, cần hỗ trợ nhanh",CARD_ISSUE,aug_2
"card của tớ bị toang, cần thay thế gấp lắm",CARD_ISSUE,aug_1
card bị mất cần khóa gấp lắm ad ơi,CARD_ISSUE,aug_2
Mất card cần khóa ngay vs,CARD_ISSUE,aug_1
The bi loi can ho tro gap,CARD_ISSUE,aug_1
card atm bị toang cần làm lại,CARD_ISSUE,aug_2
Thẻ ko ăn cần đổi card mới,CARD_ISSUE,aug_1
card bị ngỏm cần giúp đỡ gấp,CARD_ISSUE,aug_2
Loi the can giup ho tro gap lam,CARD_ISSUE,aug_1
Lỗi card cần giúp hỗ trợ gấp lắm,CARD_ISSUE,aug_2
Mất card cần hỗ trợ ngay alo,CARD_ISSUE,aug_2
The ko quet dc can ho tro,CARD_ISSUE,aug_1
card ko quẹt dc cần hỗ trợ,CARD_ISSUE,aug_2
card bị hư hỏng cần đổi mới,CARD_ISSUE,aug_1
Thẻ atm lỏ cần hỗ trợ gấp,CARD_ISSUE,aug_1
card atm lag cần hỗ trợ gấp,CARD_ISSUE,aug_2
The bi loi can giup đo buc qua,CARD_ISSUE,aug_1
card cần khóa gấp lắm add ơi,CARD_ISSUE,aug_1
The can khoa gap lam add oi,CARD_ISSUE,aug_2
The bi toang can lam lai gap,CARD_ISSUE,aug_2
The bi ngom can khoa ngay,CARD_ISSUE,aug_1
The chip bi tray xuoc tum lum ko quet dc ad oi,CARD_ISSUE,aug_1
"Tự nhiên cái chip thẻ nó bong ra rồi, đổi card mới sao?",CARD_ISSUE,aug_1
"Alo, thẻ bug chip rồi, ra cây ATM nó nhả ra hoài bực ghê",CARD_ISSUE,aug_1
"Alo, card lỏ chip rồi, ra cây ATM nó nhả ra hoài bực ghê",CARD_ISSUE,aug_2
"The ko quet dc nua, hu chip roi add oi",CARD_ISSUE,aug_1
"The chip bi loi, lam sao lay tien bay gio",CARD_ISSUE,aug_1
"Thẻ chip bị lỗi, làm sao lấy xèng bây giờ",CARD_ISSUE,aug_2
"The cua tui ko an chip nua, tk lai lam j",CARD_ISSUE,aug_2
"card chip bị toang, dùng ko dc nữa",CARD_ISSUE,aug_1
"card hỏng chip, đổi card mới dc hông",CARD_ISSUE,aug_1
"The hong chip, đoi the moi dc khong",CARD_ISSUE,aug_2
Thẻ chip bug ra ngân hàng làm cái j,CARD_ISSUE,aug_1
"The chip loi, ra ngan hang lam cai j",CARD_ISSUE,aug_2
"card ko quẹt chip dc, cần hỗ trợ gấp lắm",CARD_ISSUE,aug_1
"card chip bị hư, làm sao lấy lúa huhu",CARD_ISSUE,aug_1
"The cua minh bi loi chip, vs ho tro nhe",CARD_ISSUE,aug_2
"The chip bi tray, dung ko dc add oi",CARD_ISSUE,aug_1
"card của tui ko dc quẹt chip, cần giúp đỡ",CARD_ISSUE,aug_2
"card chip bị hỏng, cần thay card mới gấp",CARD_ISSUE,aug_1
"card của mình chip ko ăn, làm sao bây giờ",CARD_ISSUE,aug_1
"card bị lag chip, cần hỗ trợ ngay",CARD_ISSUE,aug_2
"card chip bị bong, làm sao sử dụng",CARD_ISSUE,aug_1
card của tui chip bị lỏ cần giúp đỡ gấp lắm,CARD_ISSUE,aug_1
Thẻ của tui chip bị lag cần giúp đỡ gấp lắm,CARD_ISSUE,aug_2
"Mo the online tu hom truoc van chua nhan đuoc, huhu",CARD_ISSUE,aug_1
"Mở card online từ hôm trước vẫn chưa nhận được, huhu",CARD_ISSUE,aug_2
"The atm bi loi, nhap ma pin ko dc, buc qua",CARD_ISSUE,aug_1
"Đoi cho qua lau, chua thay the cung ve, alo add oi",CARD_ISSUE,aug_2
"Thẻ bị hỏng hong đọc dc, gửi lại card mới cho e",CARD_ISSUE,aug_1
"The bi hong khong đoc dc, gui lai the moi cho e",CARD_ISSUE,aug_2
"The tk chua ve, can gap lam đe đi cong tac",CARD_ISSUE,aug_1
"Sao card chưa tới tay, đang cần kí hợp đồng gấp",CARD_ISSUE,aug_1
"card mới k dc, nhập thông tin ko thành công, ngỏm",CARD_ISSUE,aug_1
Thẻ cứng chưa nhận đc có thể kiểm tra giúp e,CARD_ISSUE,aug_2
"Tạo card từ hôm qua, đến giờ chưa thấy, tk lỗi",CARD_ISSUE,aug_2
"card bị hư không sử dụng dc, gửi lại cho e nhé",CARD_ISSUE,aug_1
"card bị hư ko sử dụng dc, gửi lại cho e nhé",CARD_ISSUE,aug_2
"The moi bi toang, khong quet dc, đoi moi 1 cai",CARD_ISSUE,aug_1
"Thẻ mới bị toang, ko quẹt dc, đổi mới 1 cái",CARD_ISSUE,aug_2
"The atm moi mo chua ve, đang can đe rut tien",CARD_ISSUE,aug_2
"Sao e chưa nhận dc thẻ cứng, có thể hỗ trợ ko",CARD_ISSUE,aug_2
"card bị lỗi từ đầu, hong sử dụng dc, bực quá",CARD_ISSUE,aug_1
"card bị lỗi từ đầu, không sử dụng dc, bực quá",CARD_ISSUE,aug_2
"card chưa về, cần nhanh để làm việc, alo ad",CARD_ISSUE,aug_1
"The chua ve, can nhanh đe lam viec, alo ad",CARD_ISSUE,aug_2
"The online chua nhan đuoc, co van đe gi ko",CARD_ISSUE,aug_1
"card mới ko ăn, có thể kiểm tra lại thông tin",CARD_ISSUE,aug_1
"Thẻ bị lỏ kỹ thuật, không hoạt động dc, huhu",CARD_ISSUE,aug_1
"The bi loi ky thuat, khong hoat đong dc, huhu",CARD_ISSUE,aug_2
"card tk mới chưa nhận, có thể gửi lại cho e",CARD_ISSUE,aug_2
"Tu nhien cai chip the no bong ra roi, đoi the moi sao?",CARD_ISSUE,aug_2
"Alo, card lỗi chip rồi, ra cây ATM nó nhả ra hoài bực ghê",CARD_ISSUE,aug_1
"Alo, the loi chip roi, ra cay ATM no nha ra hoai buc ghe",CARD_ISSUE,aug_2
"The ko an roi, đem đi sua dc khong?",CARD_ISSUE,aug_1
"Thẻ ko ăn rồi, đem đi sửa dc hong",CARD_ISSUE,aug_2
"Huhu, the bi hong chip, can lam j đe sua?",CARD_ISSUE,aug_1
"Huhu, card bị hỏng chip, cần làm j để sửa?",CARD_ISSUE,aug_2
"card chip ko quẹt dc, bực quá, add ơi",CARD_ISSUE,aug_1
"Cứ đưa card vào thì nó ko đọc, lỗi j vậy?",CARD_ISSUE,aug_1
"Cu đua the vao thi no ko đoc, loi j vay?",CARD_ISSUE,aug_2
"card tk của mình bị ngỏm chip, vs gì bây giờ?",CARD_ISSUE,aug_1
"card dc phát hành mới mà đã bị bug chip, đổi mới dc không?",CARD_ISSUE,aug_1
"card dc phát hành mới mà đã bị lỏ chip, đổi mới dc không?",CARD_ISSUE,aug_2
"The co van đe ve chip, ko dc su dung, lam sao?",CARD_ISSUE,aug_1
"The cua to bi hu chip, can phai lam gi đe sua?",CARD_ISSUE,aug_1
"The chip no bi loi, ko dc quet, buc that",CARD_ISSUE,aug_2
"Gặp vấn đề với card chip, ko dc quẹt, cần hỗ trợ",CARD_ISSUE,aug_1
"The bi toang chip, ko biet phai lam sao",CARD_ISSUE,aug_1
"The bi loi ve phan chip, đua đi sua dc khong?",CARD_ISSUE,aug_1
"card bị lỗi về phần chip, đưa đi sửa dc ko",CARD_ISSUE,aug_2
"The cua minh ko dc quet, do chip bi hong",CARD_ISSUE,aug_1
"card bị hỏng chip, cảm ơi là bực",CARD_ISSUE,aug_2
Thẻ ko quẹt dc vì chip bị bug cần xử lý ngay,CARD_ISSUE,aug_1
"The ko quet dc vi chip bi loi, can xu ly ngay",CARD_ISSUE,aug_2
"The chip bi mon, ko dc quet, tim cach sua",CARD_ISSUE,aug_2
"The hu, quen ma PIN roi ad oi",CARD_ISSUE,aug_1
"card hư, quên mã PIN rồi ad ơi",CARD_ISSUE,aug_2
"bug thẻ, ko rút dc tiền huhu",CARD_ISSUE,aug_1
Lỗi card ko rút dc tiền huhu,CARD_ISSUE,aug_2
"Ngom qua, the ko hoat đong",CARD_ISSUE,aug_1
"Toang het, quen ma PIN luon",CARD_ISSUE,aug_2
"Alo add, thẻ bug quẹt ko dc",CARD_ISSUE,aug_1
"Alo add, thẻ lỏ quẹt ko dc",CARD_ISSUE,aug_2
card chip bị trầy xước tùm lum ko quẹt dc,CARD_ISSUE,aug_2
"Alo, thẻ lag chip rồi, ra cây ATM nó nhả ra hoài bực ghê",CARD_ISSUE,aug_2
"Buc qua, the ko dc rut tien",CARD_ISSUE,aug_1
"Bực quá, card ko dc rút lúa",CARD_ISSUE,aug_2
Lại lỗi card k dc lấy tiền,CARD_ISSUE,aug_1
"Lại bug thẻ, k dc lấy tiền",CARD_ISSUE,aug_2
"card tk bị khóa, mở lại thế nào",CARD_ISSUE,aug_1
"The vs bi loi, lam sao đe sua",CARD_ISSUE,aug_1
"Alo, the cua to bi toang, can ho tro",CARD_ISSUE,aug_1
"Thẻ atm lỗi, ko rút xèng dc",CARD_ISSUE,aug_1
"Add ơi, card tk bị lỗi, cần đổi mới",CARD_ISSUE,aug_1
"Add oi, the tk bi loi, can đoi moi",CARD_ISSUE,aug_2
"The bi hu, can thay moi gap",CARD_ISSUE,aug_1
"Ko dc lấy tiền, thẻ bị lag chip",CARD_ISSUE,aug_1
"Ko dc lấy tiền, card bị lỗi chip",CARD_ISSUE,aug_2
"The ATM bi ket roi, lam sao lay lai",CARD_ISSUE,aug_1
"Cai the no bi nuot roi, huhu gio lam sao",CARD_ISSUE,aug_2
"The bi loi, ko rut dc tien",CARD_ISSUE,aug_2
"Add ơi, thẻ bị k dc, lag quá",CARD_ISSUE,aug_1
"Add ơi, card bị k dc, lỏ quá",CARD_ISSUE,aug_2
"The tk bi hong, can ho tro gap lam",CARD_ISSUE,aug_2
"card atm bị ngỏm, bực quá",CARD_ISSUE,aug_1
"The atm bi ngom, buc qua",CARD_ISSUE,aug_2
"card của tớ bị toang, ko ăn, làm sao",CARD_ISSUE,aug_2
"The bi loi ky thuat, can giup",CARD_ISSUE,aug_1
"The bi nuot, t can ho tro ngay",CARD_ISSUE,aug_1
"card bị nuốt, t cần hỗ trợ ngay",CARD_ISSUE,aug_2
"card atm bị lỗi, t k rút dc tiền",CARD_ISSUE,aug_1
"The atm bi loi, t k rut dc tien",CARD_ISSUE,aug_2
"The tk bi hong, add ho tro dc ko",CARD_ISSUE,aug_1
"The bi hu hong, can thay moi",CARD_ISSUE,aug_1
"card bị hư hỏng, cần thay mới",CARD_ISSUE,aug_2
"card atm bị k dc, t cần hỗ trợ",CARD_ISSUE,aug_1
"card bị lỗi, ko thực hiện dc giao dịch",CARD_ISSUE,aug_1
"card bị nuốt, t cần lấy lại",CARD_ISSUE,aug_1
"The bi nuot, t can lay lai",CARD_ISSUE,aug_2
"card atm bị hỏng, cần hỗ trợ ngay",CARD_ISSUE,aug_1
"The atm bi hong, can ho tro ngay",CARD_ISSUE,aug_2
"The tk bi loi, can ho tro gap",CARD_ISSUE,aug_1
"The bi k dc, t can ho tro vs",CARD_ISSUE,aug_1
Mat the can khoa gap a,CARD_ISSUE,aug_1
card bị hư mất hết thông tin,CARD_ISSUE,aug_1
"alo ad oi, the ko quet dc",CARD_ISSUE,aug_1
Thẻ atm của em bị lag,CARD_ISSUE,aug_2
Thẻ bị ngỏm hông lấy dc tiền,CARD_ISSUE,aug_1
Thẻ bị ngỏm k lấy dc tiền,CARD_ISSUE,aug_2
card của tớ bị toang rồi cần khóa gấp lắm,CARD_ISSUE,aug_2
tk thẻ bị hỏng k sử dụng dc,CARD_ISSUE,aug_1
tk card bị hỏng không sử dụng dc,CARD_ISSUE,aug_2
Bi mat the can ho tro khoa the gap,CARD_ISSUE,aug_1
card atm bị kẹt trong máy tự nhiên,CARD_ISSUE,aug_2
card của mk ko dc sử dụng,CARD_ISSUE,aug_1
"huhu, the cua em bi loi chip",CARD_ISSUE,aug_1
"huhu, card của em bị lỗi chip",CARD_ISSUE,aug_2
The bi loi khong hoat đong,CARD_ISSUE,aug_1
card bị lỗi không hoạt động,CARD_ISSUE,aug_2
The bi mat het thong tin can lam lai,CARD_ISSUE,aug_1
The atm cua to bi hong vs can giup đo,CARD_ISSUE,aug_1
card ko quẹt dc cần hỗ trợ ad ơi,CARD_ISSUE,aug_1
The ko quet dc can ho tro ad oi,CARD_ISSUE,aug_2
card của mk bị lỗi hong vào dc hệ thống,CARD_ISSUE,aug_1
The cua mk bi loi khong vao dc he thong,CARD_ISSUE,aug_2
card bị hư hỏng hong sử dụng dc,CARD_ISSUE,aug_2
Bi mat the can khoa ngay lap tuc,CARD_ISSUE,aug_1
card bị lỗi không lấy dc money,CARD_ISSUE,aug_1
card bị lag không lấy dc tiền,CARD_ISSUE,aug_2
"Alo ad, the bi loi ko vao dc",CARD_ISSUE,aug_1
"Alo ad, thẻ bị bug ko vào dc",CARD_ISSUE,aug_2
"The atm bi khoa vi nhap sai ma pin, alo add",CARD_ISSUE,aug_1
"card của tôi bị khóa, nhập sai 3 lần rồi",CARD_ISSUE,aug_1
"Bị khóa card vì nhập sai, bực quá",CARD_ISSUE,aug_1
"The bi khoa vi nhap mk sai qua nhieu, gap lam",CARD_ISSUE,aug_1
card của tôi bị khóa do nhập sai thông tin,CARD_ISSUE,aug_2
"card bị khóa vì nhập sai quá 3 lần, hư rồi",CARD_ISSUE,aug_1
"The bi khoa vi nhap sai qua 3 lan, hu roi",CARD_ISSUE,aug_2
"The tk bi khoa, nhap sai mat khau, toang",CARD_ISSUE,aug_1
"The atm bi khoa vi nhap sai, ko an dc",CARD_ISSUE,aug_1
"Alo ad, the bi khoa vi nhap sai mk",CARD_ISSUE,aug_2
"card bị khóa do nhập sai, cần hỗ trợ ngay",CARD_ISSUE,aug_1
"The bi khoa do nhap sai, can ho tro ngay",CARD_ISSUE,aug_2
card của tôi bị khóa vì nhập sai quá nhiều lần,CARD_ISSUE,aug_2
"Bi khoa the vi nhap sai, can giup đo gap lam",CARD_ISSUE,aug_2
"The bi khoa vi nhap sai, ngom qua, alo ad oi",CARD_ISSUE,aug_1
"card bị khóa vì nhập sai, ngỏm quá, alo ad ơi",CARD_ISSUE,aug_2
The_chip_bi_loi_ngom_toang_ko_quet_dc,CARD_ISSUE,aug_2
"Tu_nhien_chip_the_bi_bong_ra_roi,phai_lam_sao_ad?",CARD_ISSUE,aug_1
"Alo_ad_oi,the_ko_an_chip_nua_gap_lam",CARD_ISSUE,aug_1
Chim_cua_toi_bi_loi_ngom_toang_ko_dc_su_dung,CARD_ISSUE,aug_2
Hoi_the_atm_bi_hu_lam_sao_phai_lam,CARD_ISSUE,aug_1
The_atm_hu_lam_ko_dc_rut_tien_phai_lam_sao,CARD_ISSUE,aug_2
"Alo_ad_oi,toican_ho_tro_the_atm_bi_loi_chip",CARD_ISSUE,aug_2
Toican_the_moi_lam_sao_vi_the_cu_hu_lam_ko_dc,CARD_ISSUE,aug_2
"Alo,toibi_loi_the_atm_ko_quet_dc_gap_lam",CARD_ISSUE,aug_1
"May atm no nuot the tao luon, hu qua",CARD_ISSUE,aug_2
"The tk bi ket trong may, buc qua",CARD_ISSUE,aug_2
"Đi rut tien the bi ngom luon, toang ca ngay",CARD_ISSUE,aug_1
"Đi rút tiền card bị ngọm luôn, toang cả ngày",CARD_ISSUE,aug_2
"The chip bi loi, ko an the ad oi",CARD_ISSUE,aug_1
"Alo, the bi atm nuot, đoi tk moi dc khong",CARD_ISSUE,aug_1
"The bi k dc, loi chip, lam j ca ngay",CARD_ISSUE,aug_1
"card bị k dc, lỗi chip, làm j cả ngày",CARD_ISSUE,aug_2
"card của tao bị atm kẹt, huhu quá",CARD_ISSUE,aug_2
"T vua đi rut tien, the bi ket luon, buc qua",CARD_ISSUE,aug_1
"The bi atm nuot, can ho tro vs gap",CARD_ISSUE,aug_1
"card chip bị hỏng, ko dc sử dụng, alo ad",CARD_ISSUE,aug_1
"The atm cua tao bi loi, can ho tro ngay",CARD_ISSUE,aug_1
"card atm của tao bị lỗi, cần hỗ trợ ngay",CARD_ISSUE,aug_2
"Thẻ bị atm nuốt, cần đổi tk mới dc k ad?",CARD_ISSUE,aug_1
"The bi atm nuot, can đoi tk moi dc khong ad?",CARD_ISSUE,aug_2
Thẻ bị bug ko rút dc lúa bực quá,CARD_ISSUE,aug_1
"Thẻ bị lỗi, ko rút dc xèng bực quá",CARD_ISSUE,aug_2
card tk bị bug cần hỗ trợ gấp lắm ad ơi,CARD_ISSUE,aug_1
"card tk bị lỗi, cần hỗ trợ gấp lắm ad ơi",CARD_ISSUE,aug_2
"card atm bị hỏng, ko dc sử dụng, huhu",CARD_ISSUE,aug_1
"The bi khoa roi, nhap ma sai qua nhieu lan",CARD_ISSUE,aug_1
"Loi nhap sai mk, the bi khoa dc roi",CARD_ISSUE,aug_1
"Lỗi nhập sai mk, card bị khóa dc rồi",CARD_ISSUE,aug_2
"Alo ad oi, the bi khoa do nhap sai qua",CARD_ISSUE,aug_1
"The bi khoa, nhap sai mk, dc ho tro ko",CARD_ISSUE,aug_2
"Bị khóa card atm, nhập sai mk quá nhiều",CARD_ISSUE,aug_2
"card bị khóa, nhập sai, bực quá",CARD_ISSUE,aug_2
"Gap lam, the bi khoa, nhap sai mk",CARD_ISSUE,aug_1
"The atm loi, nhap sai mk, ko dc",CARD_ISSUE,aug_1
"The bi khoa, nhap sai mk, tk ad oi",CARD_ISSUE,aug_1
"Hoi ad, the atm bi khoa nhap sai mk",CARD_ISSUE,aug_1
"Toang, the atm bi khoa nhap sai",CARD_ISSUE,aug_2
"The atm bi khoa, nhap sai, can ho tro",CARD_ISSUE,aug_2
"The atm loi, nhap sai mk, add oi",CARD_ISSUE,aug_1
"card atm lỗi, nhập sai mk, add ơi",CARD_ISSUE,aug_2
"card bị khóa, nhập sai quá nhiều, vs ad",CARD_ISSUE,aug_1
"card atm bị khóa, nhập sai, huhu",CARD_ISSUE,aug_2
"Thẻ atm lỏ nhập sai, dc hỗ trợ ko",CARD_ISSUE,aug_1
"The atm bi khoa, nhap sai, alo ad oi",CARD_ISSUE,aug_1
"card atm bị khóa, nhập sai, alo ad ơi",CARD_ISSUE,aug_2
"lỏ nhập sai mk thẻ, bây giờ ko vào dc",CARD_ISSUE,aug_1
"Loi nhap sai mk the, bay gio ko vao dc",CARD_ISSUE,aug_2
"Tk the bi khoa, ngom qua, lam sao mo lai",CARD_ISSUE,aug_1
"The atm cua tui bi khoa, toang vl, can ho tro gap",CARD_ISSUE,aug_1
"The cua mk bi loi, ko quet dc, can thay the",CARD_ISSUE,aug_1
"Thẻ của mk bị lag ko quẹt dc, cần thay thế",CARD_ISSUE,aug_2
"Tự nhiên card bị khóa, ko biết phải làm sao",CARD_ISSUE,aug_1
"Tu nhien the bi khoa, ko biet phai lam sao",CARD_ISSUE,aug_2
"card atm bị khóa do sai mk, bực quá, cần hỗ trợ",CARD_ISSUE,aug_2
"The cua t bi hu, ko su dung dc, can ho tro gap lam",CARD_ISSUE,aug_1
"card của t bị hư, ko sử dụng dc, cần hỗ trợ gấp lắm",CARD_ISSUE,aug_2
"Nhập sai mk 3 lần, card bị khóa, k dc sử dụng",CARD_ISSUE,aug_2
"lag thẻ, ko vào dc, cần thay thế mới",CARD_ISSUE,aug_1
"Loi the, ko vao dc, can thay the moi",CARD_ISSUE,aug_2
"Thẻ bị khóa, mk bị bug cần hỗ trợ gấp",CARD_ISSUE,aug_1
"The bi khoa, mk bi loi, can ho tro gap",CARD_ISSUE,aug_2
"The atm cua t ko hoat đong, can kiem tra gap",CARD_ISSUE,aug_1
"card atm của t ko hoạt động, cần kiểm tra gấp",CARD_ISSUE,aug_2
"card bị khóa, cần hỗ trợ mở lại để sử dụng",CARD_ISSUE,aug_2
"The cua t bi khoa do nhap sai, can ho tro ngay",CARD_ISSUE,aug_1
"The atm bi loi, can thay the đe tiep tuc su dung",CARD_ISSUE,aug_2
"card bị khóa, cần hỗ trợ để mở lại và sử dụng",CARD_ISSUE,aug_1
The moi lam chua thay đau,CARD_ISSUE,aug_1
card mới làm chưa thấy đâu,CARD_ISSUE,aug_2
"Alo add oi, the chua ve chua",CARD_ISSUE,aug_2
"Hư card rồi, làm lại thế nào",CARD_ISSUE,aug_1
"Loi the gi the, ko rut dc tien",CARD_ISSUE,aug_2
"Gấp lắm, chưa nhận card mới",CARD_ISSUE,aug_1
"Ngom qua, the bi loi",CARD_ISSUE,aug_1
"Ngỏm quá, thẻ bị bug",CARD_ISSUE,aug_2
"Toang het, the ko hoat đong",CARD_ISSUE,aug_1
"Toang hết, card ko hoạt động",CARD_ISSUE,aug_2
"Ko ăn thua, card mới bị hỏng",CARD_ISSUE,aug_1
"Ko an thua, the moi bi hong",CARD_ISSUE,aug_2
"Huhu, lam the moi qua lau",CARD_ISSUE,aug_1
"card tk bị lỗi, làm lại dc ko",CARD_ISSUE,aug_2
"Vs card mới bị hư, đổi lại thế nào",CARD_ISSUE,aug_1
"Add oi, the moi bi loi chip",CARD_ISSUE,aug_1
"Add ơi, card mới bị lỗi chip",CARD_ISSUE,aug_2
"card mới chưa về, cần gấp lắm",CARD_ISSUE,aug_1
"card bị trầy xước, có đổi lại dc ko",CARD_ISSUE,aug_1
"lỏ card rồi, cần hỗ trợ gấp",CARD_ISSUE,aug_1
"Ko rút dc tiền, card bị lỗi",CARD_ISSUE,aug_1
Ko rút dc money card bị lỗi,CARD_ISSUE,aug_2
"card mới chưa nhận, bực quá",CARD_ISSUE,aug_1
"The moi chua nhan, buc qua",CARD_ISSUE,aug_2
"The bi hu PIN, alo add oi",CARD_ISSUE,aug_1
Thẻ atm ko rút dc lúa toang hết,CARD_ISSUE,aug_1
"The atm ko rut dc tien, toang het",CARD_ISSUE,aug_2
"Cai the no loi, ko an tien đau",CARD_ISSUE,aug_1
Cái card nó bug ko ăn tiền đâu,CARD_ISSUE,aug_2
"Lom cai ma PIN đi roi, huhu",CARD_ISSUE,aug_1
"The chip bi hong, đoi moi dc ko",CARD_ISSUE,aug_1
"card chip bị hỏng, đổi mới dc ko",CARD_ISSUE,aug_2
"Quen PIN, buc qua ad oi",CARD_ISSUE,aug_2
"Thẻ atm k dc, lỏ rút tiền",CARD_ISSUE,aug_1
"The atm k dc, loi rut tien",CARD_ISSUE,aug_2
Can ho tro the atm gap lam,CARD_ISSUE,aug_1
Cần hỗ trợ card atm gấp lắm,CARD_ISSUE,aug_2
"The bi khoa, mo lai the nao",CARD_ISSUE,aug_1
"card atm ko rút dc, ngỏm quá",CARD_ISSUE,aug_1
"Ma PIN bi quen, tk lai lam sao",CARD_ISSUE,aug_2
card bị lag alo hỗ trợ vs,CARD_ISSUE,aug_1
"The bi loi, alo ho tro vs",CARD_ISSUE,aug_2
"The atm ko hoat đong, toang roi",CARD_ISSUE,aug_1
Thẻ atm lag k dc rút tiền,CARD_ISSUE,aug_1
Thẻ atm lỏ k dc rút tiền,CARD_ISSUE,aug_2
"Ma PIN quen, can ho tro gap",CARD_ISSUE,aug_2
"The bi loi, can ho tro ngay",CARD_ISSUE,aug_1
Thẻ bị bug cần hỗ trợ ngay,CARD_ISSUE,aug_2
"card atm ko hoạt động, huhu",CARD_ISSUE,aug_1
"The atm ko hoat đong, huhu",CARD_ISSUE,aug_2
"card bị nuốt rồi, làm gì bây giờ huhu",CARD_ISSUE,aug_2
"Cái card nó k dc nữa, lỗi hết sức",CARD_ISSUE,aug_1
"Cai the no k dc nua, loi het suc",CARD_ISSUE,aug_2
"Alo add oi, tu nhien the bi ngom roi",CARD_ISSUE,aug_1
"The toi bi hu tai ATM, đoi moi dc khong",CARD_ISSUE,aug_1
"Thẻ tôi bị hư tại ATM, đổi mới dc hong",CARD_ISSUE,aug_2
"ko biet lam sao, the bi loi chip qua",CARD_ISSUE,aug_1
"Add ơi, card tk của mình bị toang rồi",CARD_ISSUE,aug_1
"The cua to bi loi, k dc su dung",CARD_ISSUE,aug_1
Thẻ của tớ bị lỏ k dc sử dụng,CARD_ISSUE,aug_2
"Thẻ bị bug ko dc quẹt, alo add",CARD_ISSUE,aug_2
"card của tớ bị hư, cần hỗ trợ gấp",CARD_ISSUE,aug_1
"Thẻ bị k dc, bug chip, cần đổi",CARD_ISSUE,aug_1
"The bi k dc, loi chip, can đoi",CARD_ISSUE,aug_2
"card của mình bị hỏng, ko ăn nữa",CARD_ISSUE,aug_1
"Add ơi, card của tớ bị lỗi, k dc sử dụng",CARD_ISSUE,aug_1
"Add ơi, thẻ của tớ bị lỏ k dc sử dụng",CARD_ISSUE,aug_2
"The bi nuot tai ATM, buc qua",CARD_ISSUE,aug_1
"card của mình bị hỏng, cần hỗ trợ",CARD_ISSUE,aug_2
"card bị lỗi, k dc quẹt, cần đổi",CARD_ISSUE,aug_1
"Thẻ bị lag k dc quẹt, cần đổi",CARD_ISSUE,aug_2
"The cua to bi loi, can ho tro",CARD_ISSUE,aug_1
"The bi hong, ko dc su dung, alo",CARD_ISSUE,aug_1
card atm ko rút dc money lỗi ở đâu?,CARD_ISSUE,aug_1
"card atm ko rút dc tiền, lỗi ở đâu?",CARD_ISSUE,aug_2
"Alo add oi, quen ma pin roi, huhu",CARD_ISSUE,aug_1
"Rút money ko dc, thẻ bị hư rồi",CARD_ISSUE,aug_1
"Rut tien ko dc, the bi hu roi",CARD_ISSUE,aug_2
Thẻ atm bug ko rút dc xèng tk lại,CARD_ISSUE,aug_1
"The atm loi, ko rut dc tien, tk lai",CARD_ISSUE,aug_2
"Quen ma pin, gap lam, alo ad",CARD_ISSUE,aug_1
"The atm ko an, loi chip hay sao?",CARD_ISSUE,aug_1
"card atm bị toang, ko rút dc tiền, vs",CARD_ISSUE,aug_1
"The atm bi toang, ko rut dc tien, vs",CARD_ISSUE,aug_2
"Alo, card atm bị lag quên mã pin nữa",CARD_ISSUE,aug_2
"The atm ko quet dc, loi o đau vay?",CARD_ISSUE,aug_1
"card atm bug ko rút tiền dc, bực quá",CARD_ISSUE,aug_1
"The atm loi, ko rut tien dc, buc qua",CARD_ISSUE,aug_2
"The atm bi ngom, ko rut dc tien",CARD_ISSUE,aug_2
"Quen ma pin, dc lay lai mk ko?",CARD_ISSUE,aug_2
"Thẻ atm ko rút dc tiền, bug chip",CARD_ISSUE,aug_1
"card atm bị hư, ko rút dc tiền, k dc",CARD_ISSUE,aug_2
"The bi nuot roi, lam gi bay gio",CARD_ISSUE,aug_2
"Alo ad oi, the cua tao ko đoc dc",CARD_ISSUE,aug_1
"The cua tao bi ket tai ATM, hu roi",CARD_ISSUE,aug_1
"lag thẻ, ko rút dc tiền",CARD_ISSUE,aug_1
Lỗi card ko rút dc money,CARD_ISSUE,aug_2
"card chip bị trầy xước, ko quẹt dc",CARD_ISSUE,aug_1
"The chip bi tray xuoc, ko quet dc",CARD_ISSUE,aug_2
"Gấp lắm, card bị lỏ cần thay thế",CARD_ISSUE,aug_1
"card của tao bị ngọm, ko dc",CARD_ISSUE,aug_2
Toang cả card làm j bây giờ,CARD_ISSUE,aug_2
"card của tao ko dc, bị lỗi chip",CARD_ISSUE,aug_2
"Alo, the bi nuot tai ATM, buc qua",CARD_ISSUE,aug_1
