text,label,type,text_clean,label_id
"The bi loi, ko quet dc",FRAUD_REPORT,aug_1,"The bi loi, ko quet dc",4
Làm sao biết dc hạn mức vay?,LOAN_SAVING,seed,Làm sao biết dc hạn mức vay?,3
Lam sao cai the no bi toang the,CARD_ISSUE,aug_1,Lam sao cai the no bi toang the,0
"Alo, thẻ bị lỗi, cần thay thế nhanh",CARD_ISSUE,seed,"Alo, thẻ bị lỗi, cần thay thế nhanh",0
"card của tớ bị lỗi, cần giúp đỡ gấp",OTHERS,aug_2,"card của tớ bị lỗi, cần giúp đỡ gấp",5
"Thẻ atm bị lỗi, cần thay thế",OTHERS,seed,"Thẻ atm bị lỗi, cần thay thế",5
"Mo app, FaceID loi, can fix gap",APP_LOGIN,aug_2,"Mo app, FaceID loi, can fix gap",1
"Gui ma OTP lai, k dc, add oi",APP_LOGIN,aug_1,"Gui ma OTP lai, k dc, add oi",1
"Gấp lắm, cần hỗ trợ về thẻ tín dụng",FRAUD_REPORT,seed,"Gấp lắm, cần hỗ trợ về thẻ tín dụng",4
"Tk bi loi, chuyen khoan ko dc",TRANSACTION,aug_2,"Tk bi loi, chuyen khoan ko dc",2
Tất toán sổ tiết kiệm online có phí ko?,LOAN_SAVING,seed,Tất toán sổ tiết kiệm online có phí ko?,3
"Đien thoai moi, đang nhap app ngan hang bang van tay ko dc",APP_LOGIN,aug_1,"Đien thoai moi, đang nhap app ngan hang bang van tay ko dc",1
"K dc, cần hỏi về giờ làm việc của ngân hàng",OTHERS,seed,"K dc, cần hỏi về giờ làm việc của ngân hàng",5
Lãi suất gửi tiết kiệm kỳ hạn 1 tháng là bao nhiêu?,LOAN_SAVING,seed,Lãi suất gửi tiết kiệm kỳ hạn 1 tháng là bao nhiêu?,3
App ngân hàng bị bug cần fix gấp,APP_LOGIN,aug_2,App ngân hàng bị bug cần fix gấp,1
"mình gửi tk ko dc, lỗi j ad ơi",OTHERS,seed,"mình gửi tk ko dc, lỗi j ad ơi",5
"Rut tien ko dc, tk bi loi, can giup đo",TRANSACTION,aug_2,"Rut tien ko dc, tk bi loi, can giup đo",2
"card bị hư hỏng, cần thay thế mới",CARD_ISSUE,aug_1,"card bị hư hỏng, cần thay thế mới",0
"The bi hu, can giup vs",OTHERS,aug_1,"The bi hu, can giup vs",5
"Chuyển tiền nhưng hong thấy người nhận nhận dc, toang",TRANSACTION,aug_2,"Chuyển tiền nhưng hong thấy người nhận nhận dc, toang",2
"Alo, giờ làm việc của chi nhánh OceanBank?",OTHERS,seed,"Alo, giờ làm việc của chi nhánh OceanBank?",5
"Tỷ giá đô la lên xuống thế, huhu thật bực",OTHERS,seed,"Tỷ giá đô la lên xuống thế, huhu thật bực",5
Chuyển tiền bị lag phải chờ hồi báo,TRANSACTION,aug_1,Chuyển tiền bị lag phải chờ hồi báo,2
"Lỗi thẻ, ko rút dc tiền",CARD_ISSUE,seed,"Lỗi thẻ, ko rút dc tiền",0
"Làm thế nào để sao kê lương 3 tháng, add giúp",LOAN_SAVING,seed,"Làm thế nào để sao kê lương 3 tháng, add giúp",3
"K dc hiểu, lãi suất gửi tiết kiệm tính như thế nào?",LOAN_SAVING,seed,"K dc hiểu, lãi suất gửi tiết kiệm tính như thế nào?",3
Ko biết thẻ bị sao mà k ăn đâu,CARD_ISSUE,seed,Ko biết thẻ bị sao mà k ăn đâu,0
"Ty gia euro hom nay len hay xuong, minh can biet đe tk",OTHERS,aug_1,"Ty gia euro hom nay len hay xuong, minh can biet đe tk",5
"card tk bị lỗi, cần hỗ trợ gấp lắm ad ơi",CARD_ISSUE,aug_2,"card tk bị lỗi, cần hỗ trợ gấp lắm ad ơi",0
"App ngan hang bi loi, FaceID no ko hoat đong, can help",APP_LOGIN,aug_2,"App ngan hang bi loi, FaceID no ko hoat đong, can help",1
"The atm cua tao bi loi, can ho tro ngay",CARD_ISSUE,aug_1,"The atm cua tao bi loi, can ho tro ngay",0
"Vay tín chấp qua lương, mình cần vs thế nào?",LOAN_SAVING,seed,"Vay tín chấp qua lương, mình cần vs thế nào?",3
"Tk bị lỏ toang, vào tk ko dc",FRAUD_REPORT,aug_1,"Tk bị lỏ toang, vào tk ko dc",4
Vay tín chấp hông cần tài sản đảm bảo?,LOAN_SAVING,aug_2,Vay tín chấp hông cần tài sản đảm bảo?,3
"Tìm địa chỉ ATM gần nhất đi, cần gấp lắm",OTHERS,seed,"Tìm địa chỉ ATM gần nhất đi, cần gấp lắm",5
"E gui tien nhung nguoi nhan chua nhan dc, can ho tro gap",TRANSACTION,aug_1,"E gui tien nhung nguoi nhan chua nhan dc, can ho tro gap",2
"Thẻ của tui bị lầm, bực quá",FRAUD_REPORT,seed,"Thẻ của tui bị lầm, bực quá",4
Lãi suất tiết kiệm cao nhất cho kỳ hạn 1 năm,LOAN_SAVING,seed,Lãi suất tiết kiệm cao nhất cho kỳ hạn 1 năm,3
Vay tin chap co anh huong đen кредит khong?,LOAN_SAVING,aug_2,Vay tin chap co anh huong đen кредит khong?,3
Goi đien noi tao bi gia mao thong tin,FRAUD_REPORT,aug_1,Goi đien noi tao bi gia mao thong tin,4
"Chuyển tiền bị treo rồi, huhu",TRANSACTION,seed,"Chuyển tiền bị treo rồi, huhu",2
"Cai ung dung no ko an, ko gui ma otp ve",APP_LOGIN,aug_2,"Cai ung dung no ko an, ko gui ma otp ve",1
"Gui tiet kiem co can chung minh nhan dan khong, k co thi ko an",LOAN_SAVING,aug_1,"Gui tiet kiem co can chung minh nhan dan khong, k co thi ko an",3
"Cần hỗ trợ gấp, tk bị lỗi ko vào đc",APP_LOGIN,seed,"Cần hỗ trợ gấp, tk bị lỗi ko vào đc",1
"Huhu, mất tiền oan uổng, hỗ trợ với",FRAUD_REPORT,seed,"Huhu, mất tiền oan uổng, hỗ trợ với",4
Bị lừa mất tiền oan uổng vì link lạ huhu,FRAUD_REPORT,seed,Bị lừa mất tiền oan uổng vì link lạ huhu,4
Can sao ke luong 3 thang đe vay von,LOAN_SAVING,aug_2,Can sao ke luong 3 thang đe vay von,3
"So tiet kiem online cua tui ko đang nhap dc, loi a?",LOAN_SAVING,aug_2,"So tiet kiem online cua tui ko đang nhap dc, loi a?",3
Thoi gian duyet vay tin chap la bao lau?,LOAN_SAVING,aug_1,Thoi gian duyet vay tin chap la bao lau?,3
"Cái thẻ nó k dc nữa, lỗi hết sức",CARD_ISSUE,seed,"Cái thẻ nó k dc nữa, lỗi hết sức",0
card cần khóa gấp lắm add ơi,CARD_ISSUE,aug_1,card cần khóa gấp lắm add ơi,0
"Tk bị lỗi, sợ mất tiền, add ơi giúp với",FRAUD_REPORT,seed,"Tk bị lỗi, sợ mất tiền, add ơi giúp với",4
"card tk bị lỗi, cần làm lại, ad giúp vs",OTHERS,aug_1,"card tk bị lỗi, cần làm lại, ad giúp vs",5
"The bi loi, k dc su dung, alo ho tro",CARD_ISSUE,aug_2,"The bi loi, k dc su dung, alo ho tro",0
"Bị giả mạo quá, có người gọi điện tự xưng công an",FRAUD_REPORT,seed,"Bị giả mạo quá, có người gọi điện tự xưng công an",4
"Chưa nhận thẻ cứng, cần gấp lắm ơi",CARD_ISSUE,seed,"Chưa nhận thẻ cứng, cần gấp lắm ơi",0
"Đi rút tiền card bị ngỏm, bực quá",OTHERS,aug_1,"Đi rút tiền card bị ngỏm, bực quá",5
"Thẻ cứng chưa nhận được, có thể kiểm tra giúp e",CARD_ISSUE,seed,"Thẻ cứng chưa nhận được, có thể kiểm tra giúp e",0
"Thẻ bị atm nuốt, cần hỗ trợ vs gấp",CARD_ISSUE,seed,"Thẻ bị atm nuốt, cần hỗ trợ vs gấp",0
"Gui tien nhung nguoi nhan bao chua co, kiem tra giup e",TRANSACTION,aug_2,"Gui tien nhung nguoi nhan bao chua co, kiem tra giup e",2
FaceID trên app bị lỏ cần hỗ trợ vs,APP_LOGIN,aug_2,FaceID trên app bị lỏ cần hỗ trợ vs,1
"Thẻ tín dụng bị lộ thông tin rồi, hư hết cả tài khoản",FRAUD_REPORT,seed,"Thẻ tín dụng bị lộ thông tin rồi, hư hết cả tài khoản",4
"Loi app, đoi đien thoai, đang nhap lai",APP_LOGIN,aug_1,"Loi app, đoi đien thoai, đang nhap lai",1
Có người giả danh công an gọi điện cho tao huhu,FRAUD_REPORT,seed,Có người giả danh công an gọi điện cho tao huhu,4
"Thẻ bị lỗi, chuyển lúa ko dc",TRANSACTION,aug_2,"Thẻ bị lỗi, chuyển lúa ko dc",2
"Bị gọi điện giả mạo công an, bực quá alo ad ơi",FRAUD_REPORT,seed,"Bị gọi điện giả mạo công an, bực quá alo ad ơi",4
"Thẻ atm bị hư rồi, alo add ơi giúp với",OTHERS,seed,"Thẻ atm bị hư rồi, alo add ơi giúp với",5
"Ngỏm quá, có người giả công an gọi điện",FRAUD_REPORT,seed,"Ngỏm quá, có người giả công an gọi điện",4
"Tự nhiên bị khóa tk, hư gì thế này huhu",APP_LOGIN,seed,"Tự nhiên bị khóa tk, hư gì thế này huhu",1
App ngân hàng ko cho đăng nhập lại sau khi đổi điện thoại,APP_LOGIN,seed,App ngân hàng ko cho đăng nhập lại sau khi đổi điện thoại,1
Thẻ atm ko rút dc lúa toang hết,CARD_ISSUE,aug_1,Thẻ atm ko rút dc lúa toang hết,0
"huhu, card của em bị lỗi chip",CARD_ISSUE,aug_2,"huhu, card của em bị lỗi chip",0
"Tk luong ko an, can sao ke đe kiem tra",LOAN_SAVING,aug_1,"Tk luong ko an, can sao ke đe kiem tra",3
"Thẻ mất vì giả danh công an, alo ad ơi",FRAUD_REPORT,seed,"Thẻ mất vì giả danh công an, alo ad ơi",4
"Huhu, người nhận báo chưa có tiền, kiểm tra giúp vs",TRANSACTION,seed,"Huhu, người nhận báo chưa có tiền, kiểm tra giúp vs",2
"bug app ngân hàng, ko vào dc",APP_LOGIN,aug_1,"bug app ngân hàng, ko vào dc",1
"Add ơi, card tk của mình bị toang rồi",CARD_ISSUE,aug_1,"Add ơi, card tk của mình bị toang rồi",0
"Alo, gio lam viec chi nhanh MB ngay thu 7?",OTHERS,aug_1,"Alo, gio lam viec chi nhanh MB ngay thu 7?",5
"Gấp lắm, cần vay tín chấp gấp",LOAN_SAVING,seed,"Gấp lắm, cần vay tín chấp gấp",3
Sao tự dưng lại bị trừ tiền thế ad?,FRAUD_REPORT,seed,Sao tự dưng lại bị trừ tiền thế ad?,4
"Mất tiền oan, cần giúp đỡ",FRAUD_REPORT,seed,"Mất tiền oan, cần giúp đỡ",4
"Atm bị lỗi, cần tìm atm khác để sử dụng",OTHERS,seed,"Atm bị lỗi, cần tìm atm khác để sử dụng",5
"Alo ad oi, chuyen tien bi cham",TRANSACTION,aug_2,"Alo ad oi, chuyen tien bi cham",2
"Đăng nhập ko đc, bực quá, giúp mình vs",APP_LOGIN,seed,"Đăng nhập ko đc, bực quá, giúp mình vs",1
Phí vay tín chấp qua lương bao nhiêu ad ơi?,LOAN_SAVING,seed,Phí vay tín chấp qua lương bao nhiêu ad ơi?,3
"Gửi lúa không vào, hỗ trợ tôi",OTHERS,aug_1,"Gửi lúa không vào, hỗ trợ tôi",5
"The tin dung ko hoat đong, loi ky thuat, can xu ly",FRAUD_REPORT,aug_1,"The tin dung ko hoat đong, loi ky thuat, can xu ly",4
"Tk chip lỗi, ko quẹt dc, bực quá",TRANSACTION,seed,"Tk chip lỗi, ko quẹt dc, bực quá",2
"Máy mới, app ngân hàng ko đăng nhập dc, bực quá",APP_LOGIN,seed,"Máy mới, app ngân hàng ko đăng nhập dc, bực quá",1
"card bị hỏng, gửi lại cho tớ nha ad",CARD_ISSUE,aug_1,"card bị hỏng, gửi lại cho tớ nha ad",0
"Ko ăn rồi, otp ko gửi được",APP_LOGIN,seed,"Ko ăn rồi, otp ko gửi được",1
card bị lỗi không hoạt động,CARD_ISSUE,aug_2,card bị lỗi không hoạt động,0
"Alo oi, gio lam viec cua chi nhanh hom nay",OTHERS,aug_1,"Alo oi, gio lam viec cua chi nhanh hom nay",5
"Tk bị lỗi, chuyển khoản ko dc",TRANSACTION,seed,"Tk bị lỗi, chuyển khoản ko dc",2
"FaceID ngỏm, faceid mới, dc không ad?",APP_LOGIN,seed,"FaceID ngỏm, faceid mới, dc không ad?",1
"The bi giu vi gia mao, gap lam oi",FRAUD_REPORT,aug_1,"The bi giu vi gia mao, gap lam oi",4
"The bi khoa vi gia mao cong an, k dc",FRAUD_REPORT,aug_2,"The bi khoa vi gia mao cong an, k dc",4
"Thẻ atm của t bị khóa, cần hỗ trợ để mở lại",CARD_ISSUE,seed,"Thẻ atm của t bị khóa, cần hỗ trợ để mở lại",0
Thẻ atm bug ko rút dc xèng tk lại,CARD_ISSUE,aug_1,Thẻ atm bug ko rút dc xèng tk lại,0
"The tk bi hu, ko nhan đc ma OTP",APP_LOGIN,aug_1,"The tk bi hu, ko nhan đc ma OTP",1
Gọi điện nói tao cần xác minh thông tin,FRAUD_REPORT,seed,Gọi điện nói tao cần xác minh thông tin,4
"card atm ko rút tiền, bực quá",OTHERS,aug_1,"card atm ko rút tiền, bực quá",5
Lo lam theo huong dan gia mao mat tien,FRAUD_REPORT,aug_1,Lo lam theo huong dan gia mao mat tien,4
"card của tớ dc tk rồi, cần khóa ngay",CARD_ISSUE,aug_2,"card của tớ dc tk rồi, cần khóa ngay",0
"huhu, the cua em bi loi chip",CARD_ISSUE,aug_1,"huhu, the cua em bi loi chip",0
Add e bị lừa đảo mất 10tr bực quá,FRAUD_REPORT,seed,Add e bị lừa đảo mất 10tr bực quá,4
"Tk bi loi, chuyen tien k dc, add oi ho tro vs",TRANSACTION,aug_1,"Tk bi loi, chuyen tien k dc, add oi ho tro vs",2
"FaceID lỗi quá, ko đăng nhập được add ơi",APP_LOGIN,seed,"FaceID lỗi quá, ko đăng nhập được add ơi",1
"Lỗi hệ thống hay sao, mất tiền không?",FRAUD_REPORT,seed,"Lỗi hệ thống hay sao, mất tiền không?",4
Vay tin chap qua luong lam the nao vay add oi?,LOAN_SAVING,aug_1,Vay tin chap qua luong lam the nao vay add oi?,3
"The atm loi, nhap sai mk, add oi",CARD_ISSUE,aug_1,"The atm loi, nhap sai mk, add oi",0
"Mã OTP lỗi, k dc nhận",APP_LOGIN,seed,"Mã OTP lỗi, k dc nhận",1
"Tui cần hỗ trợ việc tất toán sổ tiết kiệm online, bực quá",LOAN_SAVING,seed,"Tui cần hỗ trợ việc tất toán sổ tiết kiệm online, bực quá",3
"Gấp lắm, app ngân hàng lỏ ko vào dc",APP_LOGIN,aug_1,"Gấp lắm, app ngân hàng lỏ ko vào dc",1
"Thẻ bị khóa rồi, nhập mã sai quá nhiều lần",CARD_ISSUE,seed,"Thẻ bị khóa rồi, nhập mã sai quá nhiều lần",0
"Sổ tiết kiệm bị lỗi, muốn đổi tk mới, dc ko",LOAN_SAVING,seed,"Sổ tiết kiệm bị lỗi, muốn đổi tk mới, dc ko",3
"Hư hồ sơ vay, làm lại dc ko?",LOAN_SAVING,seed,"Hư hồ sơ vay, làm lại dc ko?",3
"Tk bị vấn đề, chuyển tiền ko thành công",TRANSACTION,seed,"Tk bị vấn đề, chuyển tiền ko thành công",2
"The bi khoa, mk bi loi, can ho tro gap",CARD_ISSUE,aug_2,"The bi khoa, mk bi loi, can ho tro gap",0
"The tk bi loi, can ho tro ngay",TRANSACTION,aug_1,"The tk bi loi, can ho tro ngay",2
"Tk bị lỗi, ko dc chuyển tiền, bực ghê",TRANSACTION,seed,"Tk bị lỗi, ko dc chuyển tiền, bực ghê",2
"Thẻ bị nuốt, t cần lấy lại",CARD_ISSUE,seed,"Thẻ bị nuốt, t cần lấy lại",0
"Alo, the bi atm nuot, đoi tk moi dc khong",CARD_ISSUE,aug_1,"Alo, the bi atm nuot, đoi tk moi dc khong",0
"Moi đoi đien thoai, app ngan hang no bao loi, kiem tra giup",APP_LOGIN,aug_1,"Moi đoi đien thoai, app ngan hang no bao loi, kiem tra giup",1
"Alo, gio lam viec cua chi nhanh OceanBank?",OTHERS,aug_2,"Alo, gio lam viec cua chi nhanh OceanBank?",5
"Huhu, sao kê lương k dc, làm j ad?",LOAN_SAVING,seed,"Huhu, sao kê lương k dc, làm j ad?",3
Tk online bị lag ko đăng nhập dc,OTHERS,aug_2,Tk online bị lag ko đăng nhập dc,5
"Thẻ bị toang chip, ko biết phải làm sao",CARD_ISSUE,seed,"Thẻ bị toang chip, ko biết phải làm sao",0
"Tự nhiên thẻ bị khóa, ko biết phải làm sao",CARD_ISSUE,seed,"Tự nhiên thẻ bị khóa, ko biết phải làm sao",0
"Vay tín chấp qua lương, dc vay lại lần 2 k",LOAN_SAVING,aug_1,"Vay tín chấp qua lương, dc vay lại lần 2 k",3
"App ngân hàng bị lag, cần hỗ trợ",APP_LOGIN,seed,"App ngân hàng bị lag, cần hỗ trợ",1
Thẻ chip bị trầy xước tùm lum ko quẹt dc ad ơi,CARD_ISSUE,seed,Thẻ chip bị trầy xước tùm lum ko quẹt dc ad ơi,0
"Add ơi, chuyển tiền bị lag dc giải quyết giúp",TRANSACTION,aug_1,"Add ơi, chuyển tiền bị lag dc giải quyết giúp",2
"Thẻ tín dụng bị lộ thông tin, làm sao này?",FRAUD_REPORT,seed,"Thẻ tín dụng bị lộ thông tin, làm sao này?",4
"Gap truong hop bi lua đao, can alo ho tro",FRAUD_REPORT,aug_1,"Gap truong hop bi lua đao, can alo ho tro",4
"Bi mat tien oan, tk bi loi",FRAUD_REPORT,aug_2,"Bi mat tien oan, tk bi loi",4
"Chuyển tiền bị lỗi, k dc",TRANSACTION,seed,"Chuyển tiền bị lỗi, k dc",2
"Mới đổi máy, bây giờ đăng nhập app banks lại ko dc",APP_LOGIN,seed,"Mới đổi máy, bây giờ đăng nhập app banks lại ko dc",1
Lương 3 triệu thì có thể vay tín chấp dc không?,LOAN_SAVING,seed,Lương 3 triệu thì có thể vay tín chấp dc không?,3
"Thẻ atm lỗi, cần fix gấp",OTHERS,seed,"Thẻ atm lỗi, cần fix gấp",5
"Gấp lắm, vừa ấn vào link lạ trên twitter, sợ bị mất lúa",FRAUD_REPORT,aug_2,"Gấp lắm, vừa ấn vào link lạ trên twitter, sợ bị mất lúa",4
"Bực quá, hông tìm thấy thông tin giờ làm việc của chi nhánh",OTHERS,aug_1,"Bực quá, hông tìm thấy thông tin giờ làm việc của chi nhánh",5
E can biet cach xu ly khi bi thang gia cong an goi đien,FRAUD_REPORT,aug_1,E can biet cach xu ly khi bi thang gia cong an goi đien,4
"Bực quá, chuyển tiền mãi ko đến",TRANSACTION,seed,"Bực quá, chuyển tiền mãi ko đến",2
"K dc rồi, tài khoản mất tiền ko biết lý do",FRAUD_REPORT,seed,"K dc rồi, tài khoản mất tiền ko biết lý do",4
"Ngom qua, chuyen tien bi loi may lan roi",TRANSACTION,aug_2,"Ngom qua, chuyen tien bi loi may lan roi",2
"Thẻ bị hư, cần giúp vs",OTHERS,seed,"Thẻ bị hư, cần giúp vs",5
"So tiet kiem online bi hu, ko rut dc, vs ad",LOAN_SAVING,aug_2,"So tiet kiem online bi hu, ko rut dc, vs ad",3
Thẻ atm bị bug vừa nhận được tin nhắn lừa đảo,FRAUD_REPORT,aug_2,Thẻ atm bị bug vừa nhận được tin nhắn lừa đảo,4
"Thẻ của tui bị hỏng, ko quẹt dc",FRAUD_REPORT,seed,"Thẻ của tui bị hỏng, ko quẹt dc",4
"Thẻ bị khóa vì nhập sai, cần hỗ trợ gấp",CARD_ISSUE,seed,"Thẻ bị khóa vì nhập sai, cần hỗ trợ gấp",0
"Chuyen tien bi loi, k dc",TRANSACTION,aug_2,"Chuyen tien bi loi, k dc",2
"card tín dụng bị lỗi, nâng hạn mức dc",LOAN_SAVING,aug_2,"card tín dụng bị lỗi, nâng hạn mức dc",3
"The atm bi khoa vi nhap sai ma pin, alo add",CARD_ISSUE,aug_1,"The atm bi khoa vi nhap sai ma pin, alo add",0
"Thẻ chip bị hỏng, cần thay thẻ mới gấp",CARD_ISSUE,seed,"Thẻ chip bị hỏng, cần thay thẻ mới gấp",0
"The cua minh ko dc quet, do chip bi hong",CARD_ISSUE,aug_1,"The cua minh ko dc quet, do chip bi hong",0
Vay tín chấp có kiểm tra lịch sử tín dụng hông,LOAN_SAVING,aug_1,Vay tín chấp có kiểm tra lịch sử tín dụng hông,3
"Tk lỗi, dc giúp mik, chuyển tiền ko dc",TRANSACTION,seed,"Tk lỗi, dc giúp mik, chuyển tiền ko dc",2
"card Visa bị lộ, cần làm gì gấp lắm?",FRAUD_REPORT,aug_2,"card Visa bị lộ, cần làm gì gấp lắm?",4
E vừa mất tk do ấn vào link giả mạo,FRAUD_REPORT,seed,E vừa mất tk do ấn vào link giả mạo,4
"Sao e chưa nhận dc thẻ cứng, có thể hỗ trợ ko",CARD_ISSUE,aug_2,"Sao e chưa nhận dc thẻ cứng, có thể hỗ trợ ko",0
"Huhu, không biết làm sao để vay được",LOAN_SAVING,seed,"Huhu, không biết làm sao để vay được",3
"Sao kê lương bị lỗi, cần alo ad giúp gấp",LOAN_SAVING,seed,"Sao kê lương bị lỗi, cần alo ad giúp gấp",3
The_atm_hu_lam_ko_dc_rut_tien_phai_lam_sao,CARD_ISSUE,aug_2,The_atm_hu_lam_ko_dc_rut_tien_phai_lam_sao,0
Bị mất tiền oan do link giả mạo hỗ trợ dc ko,FRAUD_REPORT,aug_2,Bị mất tiền oan do link giả mạo hỗ trợ dc ko,4
"The bi khoa do nhap sai, can ho tro ngay",CARD_ISSUE,aug_2,"The bi khoa do nhap sai, can ho tro ngay",0
"Chuyen tien qua atm ko dc, phai lam sao",TRANSACTION,aug_2,"Chuyen tien qua atm ko dc, phai lam sao",2
"card ngân hàng trên điện thoại cũ, đăng nhập lại trên máy mới thế nào?",APP_LOGIN,aug_1,"card ngân hàng trên điện thoại cũ, đăng nhập lại trên máy mới thế nào?",1
"Thẻ bị trầy xước, có đổi lại dc ko",CARD_ISSUE,seed,"Thẻ bị trầy xước, có đổi lại dc ko",0
"Thẻ atm bị hỏng, cần hỗ trợ ngay",CARD_ISSUE,seed,"Thẻ atm bị hỏng, cần hỗ trợ ngay",0
"Chuyển tiền nhầm, giờ ko thấy tiền trong tk, hư rồi",TRANSACTION,seed,"Chuyển tiền nhầm, giờ ko thấy tiền trong tk, hư rồi",2
"Tui can ho tro ve viec tat toan so tiet kiem online, ko an het",LOAN_SAVING,aug_1,"Tui can ho tro ve viec tat toan so tiet kiem online, ko an het",3
"Tao cần được bảo vệ, giả công an gọi điện cho tớ, k dc",FRAUD_REPORT,seed,"Tao cần được bảo vệ, giả công an gọi điện cho tớ, k dc",4
"Cần rút tiền gấp, atm gần nhất ở đâu thế",OTHERS,seed,"Cần rút tiền gấp, atm gần nhất ở đâu thế",5
"Bị lỗi sao kê lương, làm lại từ đầu dc không?",LOAN_SAVING,seed,"Bị lỗi sao kê lương, làm lại từ đầu dc không?",3
"Huhu, chuyen tien bi loi, dc giup vs",TRANSACTION,aug_1,"Huhu, chuyen tien bi loi, dc giup vs",2
"The online chua nhan đuoc, co van đe gi ko",CARD_ISSUE,aug_1,"The online chua nhan đuoc, co van đe gi ko",0
Ngân hàng này có hỗ trợ gửi tiết kiệm trực tuyến hông,LOAN_SAVING,aug_2,Ngân hàng này có hỗ trợ gửi tiết kiệm trực tuyến hông,3
Lỗi gì mà bị trừ tiền,FRAUD_REPORT,seed,Lỗi gì mà bị trừ tiền,4
E can ho tro ve viec gia mao cong an goi đien cho e,FRAUD_REPORT,aug_1,E can ho tro ve viec gia mao cong an goi đien cho e,4
"Mã OTP ko về hết rồi, huhu",APP_LOGIN,seed,"Mã OTP ko về hết rồi, huhu",1
"Alo, thẻ atm bị lỗi, cần hỗ trợ",TRANSACTION,seed,"Alo, thẻ atm bị lỗi, cần hỗ trợ",2
"hom qua minh gui tk ko dc, buc qua",OTHERS,aug_1,"hom qua minh gui tk ko dc, buc qua",5
Gửi tiết kiệm online được không?,LOAN_SAVING,seed,Gửi tiết kiệm online được không?,3
Máy bị lag ko nhận đc tin nhắn mã otp,APP_LOGIN,aug_1,Máy bị lag ko nhận đc tin nhắn mã otp,1
App ngân hàng bị lỏ cần cập nhật mới,APP_LOGIN,aug_2,App ngân hàng bị lỏ cần cập nhật mới,1
Lỗi gì mà mất lúa ko dc,FRAUD_REPORT,aug_1,Lỗi gì mà mất lúa ko dc,4
"Toang hết cách, lương còn 5tr sau khi trừ nợ, alo ad ơi",LOAN_SAVING,seed,"Toang hết cách, lương còn 5tr sau khi trừ nợ, alo ad ơi",3
"Chuyển tiền ko đến, phải làm sao alo",TRANSACTION,seed,"Chuyển tiền ko đến, phải làm sao alo",2
"Lỗi chip thẻ, ko quẹt dc, sửa dc không?",FRAUD_REPORT,seed,"Lỗi chip thẻ, ko quẹt dc, sửa dc không?",4
"The bi hu PIN, alo add oi",CARD_ISSUE,aug_1,"The bi hu PIN, alo add oi",0
FaceID bug cần cập nhật lại,APP_LOGIN,aug_1,FaceID bug cần cập nhật lại,1
"Tk thẻ bị khóa, ngỏm quá, làm sao mở lại",CARD_ISSUE,seed,"Tk thẻ bị khóa, ngỏm quá, làm sao mở lại",0
"Gửi mã OTP lại, k dc, add ơi",APP_LOGIN,seed,"Gửi mã OTP lại, k dc, add ơi",1
"alo ad oi, the ko quet dc",CARD_ISSUE,aug_1,"alo ad oi, the ko quet dc",0
"Atm gần nhất ở đâu, bực quá ko tìm thấy",OTHERS,aug_1,"Atm gần nhất ở đâu, bực quá ko tìm thấy",5
Tk bị lag mở lại giúp add,APP_LOGIN,aug_2,Tk bị lag mở lại giúp add,1
tk card bị hỏng không sử dụng dc,CARD_ISSUE,aug_2,tk card bị hỏng không sử dụng dc,0
"Ko qua được, chuyển xèng nhầm tk",TRANSACTION,aug_2,"Ko qua được, chuyển xèng nhầm tk",2
Thẻ bị toang cần làm lại gấp,CARD_ISSUE,seed,Thẻ bị toang cần làm lại gấp,0
Loi he thong gi ma goi đien quang cao lien tuc,OTHERS,aug_2,Loi he thong gi ma goi đien quang cao lien tuc,5
Thẻ bị lag cần hỗ trợ từ tổng đài,OTHERS,aug_1,Thẻ bị lag cần hỗ trợ từ tổng đài,5
"Sợ mất tiền vì ấn vào link lạ, alo add ơi",FRAUD_REPORT,seed,"Sợ mất tiền vì ấn vào link lạ, alo add ơi",4
Tk moi co lai suat gui tiet kiem cao khong?,LOAN_SAVING,aug_1,Tk moi co lai suat gui tiet kiem cao khong?,3
"lag thẻ, ko rút dc tiền",CARD_ISSUE,aug_1,"lag thẻ, ko rút dc tiền",0
"Cái thẻ nó bị nuốt rồi, huhu giờ làm sao",CARD_ISSUE,seed,"Cái thẻ nó bị nuốt rồi, huhu giờ làm sao",0
"App ngan hang bi treo, can giup đo",APP_LOGIN,aug_1,"App ngan hang bi treo, can giup đo",1
" Ko dc đăng nhập app bank sau khi đổi điện thoại, giúp vs",APP_LOGIN,seed,"Ko dc đăng nhập app bank sau khi đổi điện thoại, giúp vs",1
"App ngân hàng bị lỗi, FaceID nó ko hoạt động, cần help",APP_LOGIN,seed,"App ngân hàng bị lỗi, FaceID nó ko hoạt động, cần help",1
"Huhu, bảo hiểm gọi đến nhà tôi hết lần này đến lần khác, làm sao tắt nó?",OTHERS,seed,"Huhu, bảo hiểm gọi đến nhà tôi hết lần này đến lần khác, làm sao tắt nó?",5
"The bi ket may atm, alo ho tro",OTHERS,aug_1,"The bi ket may atm, alo ho tro",5
"Tk bị hack, cần lấy lại quyền",FRAUD_REPORT,seed,"Tk bị hack, cần lấy lại quyền",4
Noi minh la cong an nhung yeu cau tao gui tien,FRAUD_REPORT,aug_1,Noi minh la cong an nhung yeu cau tao gui tien,4
